frame_id,timestamp,x,y,z,target_yaw,target_pitch,distance,armor_orientation_yaw
81,2699.73,0.146392,0.391784,2.27109,0.0643697,0.170481,2.30928,0.38004
82,2733.06,0.0934115,0.397027,2.29353,0.0407058,0.17127,2.32951,0.126682
83,2766.39,0.0243554,0.388125,2.2494,0.010827,0.170854,2.28277,0.0419305
84,2799.72,-0.0497339,0.386182,2.23998,-0.0221992,0.170685,2.27357,-0.278805
85,2833.05,-0.111676,0.393961,2.29257,-0.0486739,0.169983,2.32885,-0.513841
86,2866.38,0.257203,0.452609,2.31494,0.110652,0.191929,2.37275,0.862885
87,2899.71,-0.198415,0.389851,2.28787,-0.0865082,0.168159,2.32932,-0.984193
87,2899.71,0.18921,0.42177,2.14453,0.0880009,0.193461,2.19379,0.684802
88,2933.04,0.147813,0.437589,2.21447,0.0666497,0.194669,2.26212,0.427468
89,2966.37,0.0949999,0.443597,2.24255,0.0423371,0.195117,2.28798,-0.263128
91,3033.03,-0.0283983,0.442933,2.22932,-0.0127379,0.196115,2.27307,-0.225671
92,3066.36,-0.0812431,0.437989,2.1944,-0.0370061,0.196874,2.23915,-0.418039
93,3099.69,-0.12939,0.440589,2.21314,-0.0583978,0.196183,2.26028,-0.633172
93,3099.69,0.276516,0.419671,2.32126,0.118565,0.177633,2.37504,0.902898
94,3133.02,0.21073,0.394217,2.1555,0.097454,0.18005,2.20136,0.68652
95,3166.35,0.281184,0.43789,2.38372,0.117417,0.180451,2.43987,1.02691
96,3199.68,0.111901,0.403356,2.20973,0.0505969,0.180323,2.24902,0.280677
97,3233.01,0.101641,0.397433,2.17574,0.0466817,0.180481,2.21408,0.334744
98,3266.34,-0.081649,0.40347,2.21184,-0.0368977,0.180309,2.24982,-0.407066
99,3299.67,-0.134253,0.404555,2.22687,-0.0602151,0.179391,2.26729,-0.610892
100,3333,-0.180919,0.406692,2.25437,-0.0800808,0.177922,2.2979,-0.7983
101,3366.33,-0.213648,0.421748,2.34762,-0.0907562,0.177037,2.39475,-0.89932
102,3399.66,0.138891,0.427093,2.18032,0.0636161,0.193055,2.22609,0.440156
106,3532.98,-0.121571,0.440074,2.259,-0.0537645,0.192128,2.30467,-0.506722
107,3566.31,0.246188,0.399685,2.33638,0.104984,0.168515,2.38307,0.817269
108,3599.64,-0.206052,0.434906,2.25597,-0.0910836,0.189673,2.30673,-0.930303
109,3632.97,0.140254,0.405362,2.3481,0.0596601,0.170651,2.38696,0.258666
110,3666.3,0.0704204,0.394132,2.2798,0.0308791,0.171108,2.31468,-0.0526994
111,3699.63,0.0133622,0.387248,2.24113,0.00596222,0.171099,2.27438,-0.104976
113,3766.29,-0.105317,0.391243,2.27627,-0.0462342,0.170037,2.31205,-0.495773
114,3799.62,-0.115314,0.301016,1.72466,-0.0667624,0.172418,1.75453,0.993362
114,3799.62,0.258128,0.457733,2.33984,0.109874,0.19205,2.39813,0.832847
115,3832.95,-0.187269,0.385402,2.25875,-0.0827192,0.168431,2.29904,-0.933638
115,3832.95,0.208071,0.436897,2.22533,0.0932304,0.193043,2.27733,0.677791
116,3866.28,0.155055,0.441834,2.23525,0.0692571,0.194695,2.28377,0.407531
117,3899.61,0.0995992,0.436479,2.2041,0.0451575,0.195307,2.2491,0.243905
118,3932.94,0.0324787,0.399014,2.0135,0.0161291,0.19561,2.05291,-0.0713674
119,3966.27,-0.00444923,0.435499,2.19422,-0.0020277,0.195929,2.23703,-0.20738
120,3999.6,-0.0740631,0.425976,2.13391,-0.0346938,0.196917,2.17727,-0.499605
121,4032.93,-0.116751,0.437517,2.19354,-0.0531748,0.196602,2.23979,-0.588862
121,4032.93,0.300591,0.442422,2.45691,0.12174,0.176872,2.51446,0.921445
122,4066.26,0.237453,0.410141,2.2472,0.105275,0.179547,2.29663,0.745408
123,4099.59,0.287572,0.445156,2.42539,0.118016,0.180284,2.48262,1.07192
124,4132.92,0.13848,0.408892,2.24132,0.0617067,0.180113,2.28252,0.340064
125,4166.25,0.0650111,0.38086,2.0711,0.0313793,0.181773,2.10683,-0.425446
126,4199.58,0.00995344,0.411379,2.24385,0.00443585,0.181321,2.28127,-0.0570315
127,4232.91,-0.0489451,0.410859,2.24565,-0.0217921,0.180914,2.28345,-0.214512
128,4266.24,-0.104383,0.407818,2.23736,-0.0466208,0.180105,2.27662,-0.477348
130,4332.9,-0.16566,0.3965,2.19289,-0.0754011,0.178381,2.2346,-0.770944
131,4366.23,-0.193037,0.412637,2.28783,-0.0841763,0.177825,2.33275,-0.833734
132,4399.56,-0.226985,0.421546,2.35078,-0.0962589,0.176632,2.39904,-0.997077
132,4399.56,0.188394,0.429305,2.206,0.085194,0.191525,2.25526,0.610911
136,4532.88,-0.127742,0.450354,2.30936,-0.0552584,0.192308,2.35633,-0.464399
137,4566.21,0.242205,0.397914,2.32505,0.103798,0.168605,2.37125,0.807871
138,4599.54,-0.220343,0.447687,2.32814,-0.094362,0.18915,2.38101,-0.958912
138,4599.54,0.182561,0.375952,2.18609,0.0833173,0.169729,2.22568,0.64354
139,4632.87,0.145163,0.405869,2.35302,0.0616141,0.17049,2.39218,0.245152
140,4666.2,0.0867795,0.399152,2.30847,0.037574,0.171096,2.34433,-0.0745294
141,4699.53,0.0375822,0.389174,2.25175,0.0166887,0.171118,2.28544,-0.0267914
142,4732.86,-0.0199454,0.384127,2.22835,-0.00895049,0.170698,2.2613,-0.239207
143,4766.19,-0.0710041,0.370353,2.15094,-0.0329987,0.170419,2.18375,-0.51398
144,4799.52,-0.129408,0.380822,2.21935,-0.0582431,0.169654,2.2555,-0.678298
144,4799.52,0.273552,0.459066,2.35518,0.115631,0.191249,2.41505,0.925305
145,4832.85,-0.172182,0.38513,2.25187,-0.0763133,0.168904,2.29105,-0.848698
146,4866.18,-0.2065,0.398198,2.33993,-0.0880222,0.16792,2.38254,-0.994162
146,4866.18,0.189842,0.435724,2.21562,0.0854748,0.193491,2.26602,0.591945
147,4899.51,0.15151,0.441845,2.23554,0.0676696,0.194695,2.28382,0.409259
148,4932.84,0.0853025,0.435698,2.2006,0.0387439,0.19532,2.24494,-0.284649
150,4999.5,-0.026835,0.435326,2.19123,-0.0122459,0.1961,2.23421,-0.290847
152,5066.16,-0.104469,0.436656,2.18881,-0.0476925,0.196691,2.23438,-0.546598
153,5099.49,0.240552,0.409037,2.24054,0.106954,0.179564,2.29024,0.768919
155,5166.15,0.151393,0.407249,2.23183,0.06773,0.180082,2.27373,0.377087
156,5199.48,0.1032,0.398705,2.18217,0.0472573,0.18052,2.22069,0.300205
157,5232.81,0.036605,0.400893,2.18641,0.0167405,0.181318,2.22316,-0.220152
158,5266.14,-0.0227021,0.401464,2.18492,-0.01039,0.181707,2.22162,-0.276251
160,5332.8,-0.125001,0.40764,2.23943,-0.0557602,0.179783,2.27966,-0.558488
161,5366.13,-0.170491,0.401496,2.22173,-0.0765878,0.17827,2.26415,-0.773757
162,5399.46,-0.213466,0.423539,2.35712,-0.0903159,0.177079,2.40436,-0.887324
168,5599.44,-0.129497,0.4432,2.27488,-0.0568632,0.19211,2.32127,-0.488037
168,5599.44,0.282435,0.412151,2.41801,0.116278,0.167709,2.46909,0.991043
169,5632.77,0.246315,0.398412,2.32713,0.105453,0.168636,2.3738,0.830446
170,5666.1,0.239326,0.396885,2.31665,0.102942,0.16879,2.36255,0.794046
171,5699.43,0.168888,0.385892,2.24083,0.0752265,0.170064,2.28007,0.516038
172,5732.76,0.102338,0.401352,2.32069,0.0440696,0.171088,2.35736,-0.100797
173,5766.09,0.0526633,0.389105,2.25104,0.0233908,0.171118,2.28503,-0.0371685
174,5799.42,0.0056163,0.382833,2.2186,0.00253146,0.170873,2.25139,0.261317
176,5866.08,-0.116448,0.379665,2.21158,-0.0526052,0.169783,2.24695,-0.628622
176,5866.08,0.294414,0.479368,2.46218,0.11901,0.19096,2.52563,0.963143
177,5899.41,-0.162364,0.387012,2.2625,-0.0716405,0.168989,2.30109,-0.791242
177,5899.41,0.245289,0.45442,2.31974,0.105348,0.192397,2.37653,0.777348
178,5932.74,-0.19072,0.395079,2.31721,-0.0821207,0.168315,2.35838,-0.915329
178,5932.74,0.212055,0.442779,2.25502,0.093761,0.193055,2.30785,0.660971
179,5966.07,0.164081,0.441205,2.23616,0.0732446,0.194293,2.28517,0.45718
180,5999.4,0.103402,0.443621,2.24232,0.0460813,0.195115,2.28812,-0.294186
181,6032.73,0.0653477,0.43667,2.20177,0.0296709,0.195702,2.24561,0.217619
182,6066.06,-0.0114029,0.435617,2.1948,-0.00519539,0.195928,2.23764,-0.203038
183,6099.39,-0.0520774,0.403873,2.02857,-0.0256664,0.19646,2.06903,-0.5604
184,6132.72,-0.106228,0.4359,2.18486,-0.0485819,0.196697,2.23045,-0.552841
185,6166.05,0.266816,0.4237,2.33052,0.113991,0.178698,2.38371,0.826185
186,6199.38,0.209255,0.408397,2.23891,0.0931921,0.179659,2.28545,0.626687
187,6232.71,0.167385,0.40808,2.23514,0.0747485,0.180092,2.27825,0.457603
188,6266.04,0.100129,0.398623,2.18183,0.0458602,0.180522,2.22021,0.282995
189,6299.37,0.158996,0.297675,1.59051,0.0996346,0.18412,1.62592,0.365681
190,6332.7,0.00287532,0.411468,2.24436,0.00128113,0.181321,2.28176,-0.0472467
191,6366.03,-0.0548989,0.411384,2.24846,-0.0244113,0.180908,2.28645,-0.280608
192,6399.36,-0.119188,0.407934,2.24113,-0.0531318,0.179802,2.28107,-0.518134
193,6432.69,-0.130506,0.350363,1.91451,-0.0680617,0.180591,1.95068,0.865194
194,6466.02,-0.196952,0.411954,2.28615,-0.085938,0.177638,2.3313,-0.853223
195,6499.35,0.164751,0.427074,2.18971,0.0750972,0.192089,2.23704,0.527492
196,6532.68,0.128756,0.427495,2.17882,0.0590257,0.193414,2.2241,0.40191
201,6699.33,0.248472,0.394559,2.30772,0.107256,0.168382,2.35436,0.859549
202,6732.66,-0.186941,0.448538,2.31342,-0.080632,0.190901,2.36391,-0.772119
202,6732.66,0.226692,0.388859,2.26917,0.0995706,0.168893,2.31338,0.768207
203,6765.99,0.15572,0.379372,2.20315,0.0705633,0.170107,2.24099,0.498881
204,6799.32,0.107576,0.392609,2.27078,0.0473387,0.171016,2.30698,0.195719
205,6832.65,0.0498837,0.39168,2.26607,0.0220097,0.171113,2.30021,-0.0362569
206,6865.98,-0.00718358,0.388471,2.25412,-0.00318686,0.170661,2.28736,-0.144599
208,6932.64,-0.113906,0.391251,2.27694,-0.0499843,0.169961,2.31312,-0.545264
209,6965.97,-0.165072,0.389782,2.27822,-0.0723302,0.169015,2.31721,-0.792918
209,6965.97,0.24303,0.452651,2.30936,0.104851,0.192517,2.36582,0.776383
210,6999.3,-0.20219,0.394033,2.31513,-0.0871132,0.167957,2.35711,-0.989241
210,6999.3,0.187713,0.424106,2.15602,0.0868458,0.193514,2.20534,0.660618
212,7065.96,0.0880068,0.430771,2.17336,0.0404713,0.195513,2.21739,-0.351605
214,7132.62,-0.0133818,0.439534,2.2147,-0.0060422,0.195913,2.25793,-0.273186
215,7165.95,-0.0419007,0.440989,2.21257,-0.0189353,0.196698,2.25648,-0.283829
216,7199.28,-0.114009,0.429031,2.15053,-0.0529646,0.196645,2.19587,-0.630567
216,7199.28,0.300738,0.441994,2.45494,0.121896,0.17684,2.51248,0.923378
217,7232.61,0.247779,0.416324,2.28267,0.108125,0.179371,2.33352,0.760089
219,7299.27,0.147376,0.407645,2.2339,0.0658771,0.180112,2.27557,0.398124
220,7332.6,0.0978236,0.397504,2.17567,0.0449323,0.180533,2.21385,0.315995
221,7365.93,0.0300739,0.400924,2.18669,0.0137523,0.181316,2.22335,-0.246654
222,7399.26,-0.0277438,0.406022,2.21211,-0.0125411,0.181511,2.24923,-0.255221
225,7499.25,-0.164964,0.395761,2.18855,-0.0752337,0.178403,2.23016,-0.774544
226,7532.58,-0.2186,0.417031,2.32317,-0.0938194,0.176853,2.37041,-0.950988
231,7699.23,-0.0947942,0.429918,2.20133,-0.0430356,0.192697,2.24492,-0.439032
232,7732.56,0.248671,0.397321,2.32323,0.106631,0.168439,2.37004,0.84475
233,7765.89,-0.193797,0.429747,2.22641,-0.0868259,0.189976,2.27577,-0.886451
233,7765.89,0.207422,0.381041,2.21859,0.0932217,0.169366,2.26061,0.70613
234,7799.22,0.149215,0.390925,2.26404,0.0658115,0.170618,2.30238,0.395275
235,7832.55,0.0977797,0.401427,2.32132,0.0420977,0.171089,2.3578,-0.097016
236,7865.88,0.0489909,0.391685,2.26612,0.0216155,0.171113,2.30024,-0.0356271
238,7932.54,-0.0544751,0.386395,2.24258,-0.0242865,0.170575,2.27627,-0.33177
239,7965.87,-0.061655,0.374464,2.17344,-0.0283599,0.170549,2.20632,-0.449786
240,7999.2,-0.190657,0.390626,2.28819,-0.08313,0.168511,2.32911,-0.939153
240,7999.2,0.204541,0.432934,2.20322,0.0925718,0.193218,2.25465,0.683826
241,8032.53,0.143745,0.43874,2.22019,0.0646542,0.194703,2.26768,0.421581
242,8065.86,0.0783352,0.435756,2.20115,0.0355733,0.19532,2.24523,-0.281494
243,8099.19,0.00348907,0.440732,2.2209,0.00157102,0.195903,2.26421,-0.225983
244,8132.52,-0.0516353,0.43683,2.18949,-0.0235788,0.196873,2.23324,-0.366064
245,8165.85,-0.0946163,0.442812,2.22046,-0.0425853,0.196667,2.26616,-0.444724
246,8199.18,0.259899,0.41598,2.28956,0.113031,0.178603,2.34151,0.819347
247,8232.51,0.204697,0.387054,2.11666,0.0964076,0.180041,2.16147,0.674116
248,8265.84,0.164284,0.407484,2.23224,0.0734634,0.18008,2.27507,0.445086
249,8299.17,0.107333,0.401076,2.19718,0.0488116,0.180343,2.23606,0.289753
250,8332.5,0.0300739,0.400924,2.18669,0.0137523,0.181316,2.22335,-0.246654
251,8365.83,-0.0179602,0.403218,2.19647,-0.00817664,0.181548,2.23325,0.25089
253,8432.49,-0.120934,0.403527,2.21687,-0.0544975,0.179793,2.25654,-0.566058
254,8465.82,-0.165577,0.395935,2.18997,-0.0754637,0.178364,2.23162,-0.777224
255,8499.15,-0.220151,0.419319,2.33625,-0.0939554,0.176826,2.38377,-0.954006
256,8532.48,0.145782,0.432891,2.21139,0.0658281,0.192902,2.25808,0.433056
260,8665.8,-0.106451,0.436426,2.23653,-0.0475607,0.192501,2.2812,-0.448822
261,8699.13,0.251403,0.393587,2.30159,0.108799,0.168386,2.34849,0.887379
262,8732.46,-0.19732,0.436354,2.25891,-0.0871305,0.190114,2.30912,-0.876586
262,8732.46,0.20523,0.37817,2.20179,0.0929421,0.169376,2.24343,0.718917
263,8765.79,0.166244,0.392181,2.27763,0.0728606,0.170072,2.31712,0.441716
265,8832.45,0.0562106,0.389085,2.25084,0.0249679,0.171118,2.28492,-0.0396073
266,8865.78,-0.000336066,0.382865,2.2187,-0.00015147,0.17088,2.25149,0.178103
267,8899.11,-0.047073,0.386801,2.24472,-0.0209675,0.170604,2.27828,-0.315845
268,8932.44,-0.106487,0.382165,2.22422,-0.0478396,0.169967,2.25932,-0.576802
269,8965.77,-0.135265,0.377497,2.20125,-0.0613719,0.169526,2.23748,-0.727733
269,8965.77,0.265817,0.455207,2.33065,0.113562,0.191673,2.38952,0.895248
270,8999.1,-0.178826,0.386674,2.26303,-0.0788565,0.168715,2.30278,-0.876536
270,8999.1,0.220751,0.441203,2.24687,0.097934,0.19299,2.3004,0.709773
271,9032.43,-0.230694,0.426063,2.50539,-0.0918202,0.167751,2.55181,-1.0328
271,9032.43,0.179602,0.447604,2.27483,0.0787881,0.193694,2.3254,0.473649
272,9065.76,0.106681,0.442085,2.23446,0.0477075,0.19511,2.28027,0.217746
273,9099.09,0.0490343,0.44122,2.22541,0.0220303,0.195681,2.26925,0.0983021
274,9132.42,-0.0175695,0.440675,2.22062,-0.00791182,0.195896,2.26399,-0.222114
276,9199.08,-0.109638,0.428152,2.14541,-0.051059,0.196728,2.19046,-0.61257
277,9232.41,0.251156,0.415759,2.27955,0.109735,0.179342,2.33072,0.772209
278,9265.74,0.200735,0.402154,2.20301,0.0908677,0.179831,2.24839,0.628868
279,9299.07,0.151248,0.407104,2.231,0.0676902,0.180086,2.27288,0.381901
280,9332.4,0.0935993,0.398504,2.18144,0.0428808,0.180525,2.21952,0.266759
281,9365.73,0.0461448,0.405648,2.21465,0.0208331,0.181119,2.25197,0.152141
282,9399.06,-0.00448362,0.400948,2.18707,-0.00205006,0.181313,2.22352,-0.231273
283,9432.39,-0.0713755,0.405206,2.21677,-0.0321869,0.180704,2.25463,-0.366989
284,9465.72,-0.118881,0.415121,2.27945,-0.052106,0.179901,2.31999,-0.491298
285,9499.05,-0.160854,0.394796,2.18244,-0.0735707,0.178488,2.22369,-0.757352
286,9532.38,-0.215883,0.416918,2.32285,-0.0926726,0.176848,2.36983,-0.934867
291,9699.03,-0.0808942,0.424967,2.17377,-0.0371966,0.192932,2.2164,-0.432247
292,9732.36,-0.129497,0.4432,2.27488,-0.0568632,0.19211,2.32127,-0.488037
292,9732.36,0.283607,0.413484,2.42591,0.116379,0.167702,2.47719,0.974422
293,9765.69,-0.190808,0.443808,2.29129,-0.0830834,0.19068,2.34167,-0.810711
293,9765.69,0.2177,0.382778,2.23152,0.097249,0.169091,2.27456,0.760943
294,9799.02,-0.214538,0.44288,2.2997,-0.0930205,0.18945,2.35176,-0.954058
294,9799.02,0.188538,0.380363,2.21358,0.0849684,0.169568,2.25392,0.630406
296,9865.68,0.0896139,0.389959,2.25556,0.0397094,0.171064,2.29077,0.197109
297,9899.01,0.0321063,0.390395,2.26241,0.0141903,0.170858,2.29607,0.0519149
298,9932.34,-0.0336266,0.381793,2.21606,-0.0151729,0.17059,2.24896,-0.295001
300,9999,-0.12509,0.380146,2.21415,-0.0564355,0.169766,2.25003,-0.665823
300,9999,0.278516,0.46267,2.37191,0.116887,0.191361,2.43261,0.94098
301,10032.3,-0.163362,0.387837,2.26742,-0.071923,0.168978,2.30615,-0.802068
301,10032.3,0.245436,0.455779,2.325,0.105174,0.192535,2.38193,0.75808
302,10065.7,-0.202145,0.39568,2.3236,-0.0867779,0.168047,2.3657,-0.975159
302,10065.7,0.190319,0.428244,2.17734,0.0871877,0.193484,2.2272,0.633302
303,10099,0.147491,0.441816,2.23565,0.0658767,0.194697,2.28366,0.396804
304,10132.3,0.0917374,0.43649,2.20448,0.04159,0.195308,2.24915,0.247842
305,10165.6,0.0259313,0.428623,2.16187,0.0119943,0.195713,2.2041,0.223736
306,10199,-0.0221874,0.440526,2.21943,-0.00999655,0.19593,2.26284,-0.15864
307,10232.3,-0.0918961,0.43627,2.18728,-0.0419893,0.196705,2.23225,-0.51102
308,10265.6,0.273203,0.425687,2.34776,0.115846,0.178191,2.40163,0.843427
309,10299,0.206449,0.3881,2.12169,0.0969987,0.180088,2.16675,0.68127
310,10332.3,0.165244,0.406231,2.22509,0.0741277,0.180094,2.2679,0.444733
311,10365.6,0.108759,0.403162,2.20879,0.0491995,0.180325,2.24791,0.263172
312,10399,0.155874,0.293426,1.56616,0.0991997,0.184317,1.60101,0.367522
313,10432.3,0.0124181,0.400932,2.18691,0.0056783,0.181316,2.2234,-0.209406
314,10465.6,-0.0570671,0.411263,2.24773,-0.0253833,0.180909,2.28576,-0.257936
315,10498.9,-0.111148,0.406015,2.22763,-0.0498539,0.180065,2.26705,-0.499928
316,10532.3,-0.131168,0.349684,1.91017,-0.0685603,0.180643,1.94634,0.885875
317,10565.6,-0.210506,0.423981,2.3595,-0.0889807,0.177105,2.40652,-0.87502
318,10598.9,0.160285,0.420964,2.1566,0.0741864,0.192257,2.20314,0.550465
324,10798.9,0.269553,0.412397,2.41465,0.111172,0.168132,2.4644,0.879546
325,10832.2,-0.193438,0.442554,2.28855,-0.0843239,0.190357,2.33896,-0.835808
325,10832.2,0.212613,0.379757,2.21135,0.0958516,0.169306,2.25378,0.743625
326,10865.6,0.0958554,0.399038,2.30746,0.0415177,0.171096,2.34367,-0.0817852
327,10898.9,0.0857795,0.396588,2.29358,0.0373825,0.171102,2.32919,-0.0674614
328,10932.2,-0.0296847,0.38658,2.24269,-0.0132354,0.170681,2.27596,-0.215161
329,10965.6,-0.0812839,0.378222,2.19802,-0.0369638,0.170291,2.2318,-0.497373
330,10998.9,-0.129247,0.37965,2.21128,-0.0583828,0.169746,2.24735,-0.684117
330,10998.9,0.272491,0.456968,2.34407,0.115728,0.191275,2.40369,0.928679
331,11032.2,-0.166817,0.387034,2.2622,-0.0736078,0.168997,2.30112,-0.819748
331,11032.2,0.239421,0.451443,2.30296,0.10359,0.192561,2.35897,0.765795
332,11065.6,-0.215774,0.406677,2.38967,-0.0900503,0.167896,2.43362,-1.02273
332,11065.6,0.178958,0.429206,2.18258,0.0818109,0.19354,2.23157,0.593431
333,11098.9,0.133085,0.442936,2.24014,0.0593396,0.194874,2.28738,0.325648
334,11132.2,0.0761504,0.436331,2.19972,0.0346043,0.195701,2.24387,0.187512
336,11198.9,-0.018879,0.436982,2.20168,-0.00857457,0.195923,2.24471,-0.215478
338,11265.5,0.283433,0.428441,2.37244,0.118905,0.17743,2.42742,0.874467
339,11298.9,0.233572,0.409959,2.24522,0.103658,0.179654,2.29426,0.718044
340,11332.2,0.289744,0.446432,2.4316,0.118599,0.180326,2.48917,1.10484
341,11365.5,0.131899,0.406518,2.22859,0.059116,0.180118,2.2692,0.31035
342,11398.9,0.0690708,0.382395,2.07975,0.0331989,0.181737,2.11574,-0.4295
343,11432.2,0.159381,0.29791,1.59102,0.0998423,0.1842,1.6265,0.359075
